1964111	Papulosquamous Disorders w/ Mild CC
1965110	Cellulitis w/ No CC
1965111	Cellulitis w/ Mild CC
1965112	Cellulitis w/ Moderate CC
1966110	Skin Manifestation of Systemic Diseases w/ No CC
1966111	Skin Manifestation of Systemic Diseases w/ Mild CC
1967110	Dermatitis, Urticaria & Erythema w/ No CC
1967111	Dermatitis, Urticaria & Erythema w/ Mild CC
1968110	Skin & Mucosa Infections & Parasitic Infestations w/ No CC
1968111	Skin & Mucosa Infections & Parasitic Infestations w/ Mild CC
1969119	Benign Skin Neoplasms & Vascular Lesions
1970119	Disorders of Skin Appendages
1971119	Other Skin Diseases
1972610	Breast Malignancy w/ No CC
1972611	Breast Malignancy w/ Mild CC
1973110	Non-Malignant Breast Disorders w/ No CC
1973111	Non-Malignant Breast Disorders w/ Mild CC
1974110	Trauma w/ No CC
1974111	Trauma w/ Mild CC
2001119	Pituitary and Thymus Proc.
2002119	Obesity Proc.
2003119	Adrenal Proc.
2005110	Neck Disection Proc. w/ No CC
2005111	Neck Disection Proc. w/ Mild CC
2007110	Thyroid and Parathyroid Proc. w/ No CC
2007111	Thyroid and Parathyroid Proc. w/ Mild CC
2008110	Other Endocrine, Nutritional & Metabolic OR Proc. w/ No CC
2008111	Other Endocrine, Nutritional & Metabolic OR Proc. w/ Mild CC
2009110	Thyroglosus Proc. w/ No CC
2009111	Thyroglosus Proc. w/ Mild CC
2061110	Diabetes with Complicated PDx w/ No CC
2061111	Diabetes with Complicated PDx w/ Mild CC
2063110	Nutritional and Misc. Metabolic Disorders w/ No CC
2063111	Nutritional and Misc. Metabolic Disorders w/ Mild CC
2064619	Endocrine Neoplasms
2065110	Metabolic Disorders w/ No CC
2065111	Metabolic Disorders w/ Mild CC
2065112	Metabolic Disorders w/ Moderate CC
2066110	Endocrine Disorders w/ No CC
2066111	Endocrine Disorders w/ Mild CC
2066112	Endocrine Disorders w/ Moderate CC
2067119	Diabetes without Complicated PDx
2101119	Kidney Transplant Proc.
2102119	Kidney Donor Proc.
2104110	Kidney, Ureter and Bladder - Major Proc. w/ Neoplasms w/ No CC
2104111	Kidney, Ureter and Bladder - Major Proc. w/ Neoplasms w/ Mild CC
